"","week","usertype","gender","events","temperature","tripduration","no.customers"
"62",1,"Subscriber","Female","cloudy",39,10.574515503876,344
"63",1,"Subscriber","Female","cloudy",39.9,10.138024691358,135
"64",1,"Subscriber","Female","cloudy",41,11.0347883597884,126
"65",1,"Subscriber","Female","not clear",10.9,15.0666666666667,1
"66",1,"Subscriber","Female","not clear",14,7.28333333333333,1
"67",1,"Subscriber","Female","not clear",19.9,11.8388888888889,3
"68",1,"Subscriber","Female","not clear",37.9,10.948427672956,265
"69",1,"Subscriber","Female","not clear",39,13.0679487179487,39
"70",1,"Subscriber","Female","not clear",39.9,9.91385964912281,95
"71",1,"Subscriber","Female","rain or snow",7,8.93809523809524,21
"72",1,"Subscriber","Female","rain or snow",10.9,9.48730158730159,21
"73",1,"Subscriber","Female","rain or snow",12,8.33703703703704,36
"74",1,"Subscriber","Female","rain or snow",12.9,9.65454545454545,22
"75",1,"Subscriber","Female","rain or snow",14,9.32916666666667,24
"76",1,"Subscriber","Female","rain or snow",15.1,39.85,1
"77",1,"Subscriber","Female","rain or snow",16,12.5270833333333,8
"78",1,"Subscriber","Female","rain or snow",17.1,11.9888888888889,9
"79",1,"Subscriber","Female","rain or snow",18,13.1,1
"80",1,"Subscriber","Female","rain or snow",19,14.7555555555556,3
"81",1,"Subscriber","Female","rain or snow",21,9.55454545454545,11
"82",1,"Subscriber","Female","rain or snow",21.2,30.2833333333333,2
"83",1,"Subscriber","Female","rain or snow",21.9,7.19583333333333,4
"84",1,"Subscriber","Female","rain or snow",23,9.81666666666667,3
"85",1,"Subscriber","Female","rain or snow",24.1,9.25555555555555,6
"86",1,"Subscriber","Female","rain or snow",25,15.8555555555556,3
"87",1,"Subscriber","Female","rain or snow",26.1,11.8776276276276,111
"88",1,"Subscriber","Female","rain or snow",28,9.02391304347826,46
"89",1,"Subscriber","Female","rain or snow",28.9,6.25833333333333,2
"90",1,"Subscriber","Female","rain or snow",30,10.4933333333333,35
"91",1,"Subscriber","Female","rain or snow",30.2,23.7333333333333,2
"92",1,"Subscriber","Female","rain or snow",30.9,8.92843137254902,17
"93",1,"Subscriber","Female","rain or snow",32,10.4851851851852,36
"94",1,"Subscriber","Female","rain or snow",33.1,9.78929824561403,95
"95",1,"Subscriber","Female","rain or snow",33.8,15.4388888888889,6
"96",1,"Subscriber","Female","rain or snow",34,9.77205882352941,34
"97",1,"Subscriber","Female","rain or snow",35.1,11.1666666666667,47
"98",1,"Subscriber","Female","rain or snow",36,10.4642676767677,132
"99",1,"Subscriber","Female","rain or snow",37,3.55,1
"100",1,"Subscriber","Female","rain or snow",37.9,10.4301454138702,298
"101",1,"Subscriber","Female","rain or snow",39,9.34677419354839,62
"102",1,"Subscriber","Female","rain or snow",39.9,10.864358974359,195
"103",1,"Subscriber","Female","rain or snow",41,11.4117346938776,98
"104",1,"Subscriber","Male","clear",-2.9,6.81666666666667,2
"105",1,"Subscriber","Male","clear",0,10.3227777777778,30
"106",1,"Subscriber","Male","clear",1,8.2525641025641,13
"107",1,"Subscriber","Male","clear",1.9,8.60930470347648,163
"108",1,"Subscriber","Male","clear",3,7.77185792349727,61
"109",1,"Subscriber","Male","clear",3.9,7.81940532081377,213
"110",1,"Subscriber","Male","clear",5,7.11333333333333,15
"111",1,"Subscriber","Male","clear",6.1,8.17654320987654,27
"112",1,"Subscriber","Male","clear",7,8.30416666666667,12
"113",1,"Subscriber","Male","clear",8.1,8.4469298245614,38
"114",1,"Subscriber","Male","clear",9,8.27586206896552,29
"115",1,"Subscriber","Male","clear",10,8.79923245614035,152
"116",1,"Subscriber","Male","clear",10.9,7.92248062015504,43
"117",1,"Subscriber","Male","clear",12,8.23020833333333,112
"118",1,"Subscriber","Male","clear",12.9,8.47651515151515,66
"119",1,"Subscriber","Male","clear",14,7.32311111111111,75
"120",1,"Subscriber","Male","clear",15.1,11.3333333333333,13
"121",1,"Subscriber","Male","clear",16,9.4156462585034,49
"122",1,"Subscriber","Male","clear",17.1,8.53940476190476,140
"123",1,"Subscriber","Male","clear",18,9.47848101265823,79
"124",1,"Subscriber","Male","clear",19,9.7037037037037,9
"125",1,"Subscriber","Male","clear",19.9,6.26111111111111,3
"126",1,"Subscriber","Male","clear",21,16.3833333333333,1
"127",1,"Subscriber","Male","clear",21.9,11.7916666666667,2
"128",1,"Subscriber","Male","clear",28,11.60625,8
"129",1,"Subscriber","Male","clear",28.9,5.20833333333333,6
"130",1,"Subscriber","Male","clear",32,13.2166666666667,1
"131",1,"Subscriber","Male","cloudy",-8,13.5111111111111,3
"132",1,"Subscriber","Male","cloudy",0,8.66170756646217,326
"133",1,"Subscriber","Male","cloudy",1,8.59313725490196,17
"134",1,"Subscriber","Male","cloudy",1.9,8.61100823045268,324
"135",1,"Subscriber","Male","cloudy",3,7.9637037037037,45
"136",1,"Subscriber","Male","cloudy",3.9,8.2219696969697,220
"137",1,"Subscriber","Male","cloudy",5,8.54671136653895,522
"138",1,"Subscriber","Male","cloudy",6.1,8.79508807588076,492
"139",1,"Subscriber","Male","cloudy",7,8.13016386373437,773
"140",1,"Subscriber","Male","cloudy",8.1,8.65175558595531,731
"141",1,"Subscriber","Male","cloudy",9,9.18096646942801,507
"142",1,"Subscriber","Male","cloudy",10,8.5742474916388,897
"143",1,"Subscriber","Male","cloudy",10.9,9.05256518082422,1189
"144",1,"Subscriber","Male","cloudy",12,8.49794600938967,284
"145",1,"Subscriber","Male","cloudy",12.9,9.21318795430945,963
"146",1,"Subscriber","Male","cloudy",14,8.12188459177409,543
"147",1,"Subscriber","Male","cloudy",15.1,9.06451822916667,768
"148",1,"Subscriber","Male","cloudy",16,8.70207945375543,537
"149",1,"Subscriber","Male","cloudy",17.1,8.73395211191821,1239
"150",1,"Subscriber","Male","cloudy",18,8.46541666666667,560
"151",1,"Subscriber","Male","cloudy",19,8.86691666666667,400
"152",1,"Subscriber","Male","cloudy",19.9,8.16937984496124,129
"153",1,"Subscriber","Male","cloudy",21,8.88048635824437,281
"154",1,"Subscriber","Male","cloudy",21.9,9.67360350492881,913
"155",1,"Subscriber","Male","cloudy",23,8.63896604938272,216
"156",1,"Subscriber","Male","cloudy",24.1,8.58771289537713,274
"157",1,"Subscriber","Male","cloudy",25,9.42200444815124,1199
"158",1,"Subscriber","Male","cloudy",26.1,9.63385207496653,996
"159",1,"Subscriber","Male","cloudy",27,8.67502067824648,403
"160",1,"Subscriber","Male","cloudy",28,9.52888299440024,1131
"161",1,"Subscriber","Male","cloudy",28.9,9.51603011384502,2723
"162",1,"Subscriber","Male","cloudy",30,8.93038194444444,768
"163",1,"Subscriber","Male","cloudy",30.9,9.356852913085,698
"164",1,"Subscriber","Male","cloudy",32,8.76810829817159,474
"165",1,"Subscriber","Male","cloudy",33.1,8.72327485380117,570
"166",1,"Subscriber","Male","cloudy",33.8,8.41519916142558,159
"167",1,"Subscriber","Male","cloudy",34,9.77740838270792,1519
"168",1,"Subscriber","Male","cloudy",35.1,10.1598304473304,2772
"169",1,"Subscriber","Male","cloudy",36,9.85566783831283,1138
"170",1,"Subscriber","Male","cloudy",37,9.42536231884058,437
"171",1,"Subscriber","Male","cloudy",37.9,8.77926701570681,955
"172",1,"Subscriber","Male","cloudy",39,9.23839990138067,1352
"173",1,"Subscriber","Male","cloudy",39.9,9.21235573659199,491
"174",1,"Subscriber","Male","cloudy",41,10.2206827309237,664
"175",1,"Subscriber","Male","not clear",10.9,9.24259259259259,9
"176",1,"Subscriber","Male","not clear",12,10.425,2
"177",1,"Subscriber","Male","not clear",14,10.15,2
"178",1,"Subscriber","Male","not clear",19.9,10.6722222222222,21
"179",1,"Subscriber","Male","not clear",37.4,11.3111111111111,3
"180",1,"Subscriber","Male","not clear",37.9,10.0192220052083,1024
"181",1,"Subscriber","Male","not clear",39,9.33376736111111,192
"182",1,"Subscriber","Male","not clear",39.9,9.4457264957265,273
"183",1,"Subscriber","Male","rain or snow",7,8.23823529411765,102
"184",1,"Subscriber","Male","rain or snow",10.9,7.73020833333333,64
"185",1,"Subscriber","Male","rain or snow",12,7.9474537037037,144
"186",1,"Subscriber","Male","rain or snow",12.9,10.3639344262295,61
"187",1,"Subscriber","Male","rain or snow",14,9.06119791666667,64
"188",1,"Subscriber","Male","rain or snow",15.1,16.3428571428571,7
"189",1,"Subscriber","Male","rain or snow",16,10.1752525252525,66
"190",1,"Subscriber","Male","rain or snow",17.1,11.0627272727273,55
"191",1,"Subscriber","Male","rain or snow",18,11.96,10
"192",1,"Subscriber","Male","rain or snow",19,9.33166666666667,20
"193",1,"Subscriber","Male","rain or snow",21,11.4723958333333,64
"194",1,"Subscriber","Male","rain or snow",21.2,12.025,4
"195",1,"Subscriber","Male","rain or snow",21.9,9.24479166666667,16
"196",1,"Subscriber","Male","rain or snow",23,11.15,24
"197",1,"Subscriber","Male","rain or snow",24.1,10.9047619047619,14
"198",1,"Subscriber","Male","rain or snow",25,8.62083333333333,16
"199",1,"Subscriber","Male","rain or snow",26.1,9.61185897435897,572
"200",1,"Subscriber","Male","rain or snow",28,9.02624113475177,235
"201",1,"Subscriber","Male","rain or snow",28.4,11.8333333333333,2
"202",1,"Subscriber","Male","rain or snow",28.9,8.89739583333333,32
"203",1,"Subscriber","Male","rain or snow",30,9.77940074906367,89
"204",1,"Subscriber","Male","rain or snow",30.2,10.9411764705882,17
"205",1,"Subscriber","Male","rain or snow",30.9,9.14020833333333,80
"206",1,"Subscriber","Male","rain or snow",32,9.49244935543278,181
"207",1,"Subscriber","Male","rain or snow",33.1,8.66018018018018,370
"208",1,"Subscriber","Male","rain or snow",33.8,8.21944444444444,18
"209",1,"Subscriber","Male","rain or snow",34,8.64974937343358,133
"210",1,"Subscriber","Male","rain or snow",35.1,9.54725274725275,91
"211",1,"Subscriber","Male","rain or snow",36,10.2930555555556,396
"212",1,"Subscriber","Male","rain or snow",37,9.22222222222222,6
"213",1,"Subscriber","Male","rain or snow",37.9,9.38203282828283,1320
"214",1,"Subscriber","Male","rain or snow",39,8.17777777777778,372
"215",1,"Subscriber","Male","rain or snow",39.9,9.77506734006734,990
"216",1,"Subscriber","Male","rain or snow",41,9.32840059790732,446
"217",2,"Customer","Male","cloudy",30.9,7.65,1
"218",2,"Customer","Male","cloudy",32,10.3285714285714,7
"219",2,"Customer","Male","cloudy",33.1,16.4,1
"220",2,"Customer","Male","cloudy",35.1,8.725,2
"221",2,"Subscriber","Female","clear",-5.1,10.675,2
"222",2,"Subscriber","Female","clear",-2.9,11.162962962963,9
"223",2,"Subscriber","Female","clear",-0.9,7.93541666666667,8
"224",2,"Subscriber","Female","clear",0,9.70526315789474,19
"225",2,"Subscriber","Female","clear",1,7.62314814814815,18
"226",2,"Subscriber","Female","clear",1.9,12.3916666666667,4
"227",2,"Subscriber","Female","clear",3,11.5583333333333,8
"228",2,"Subscriber","Female","clear",3.9,11.8458333333333,8
"229",2,"Subscriber","Female","clear",5,10.2095238095238,7
"230",2,"Subscriber","Female","clear",6.1,14.1166666666667,11
"231",2,"Subscriber","Female","clear",42.1,12.2333333333333,6
"232",2,"Subscriber","Female","clear",43,10.7862068965517,29
"233",2,"Subscriber","Female","cloudy",-8,5.46666666666667,1
"234",2,"Subscriber","Female","cloudy",-7.1,14.25,1
"235",2,"Subscriber","Female","cloudy",-6,9.68166666666667,10
"236",2,"Subscriber","Female","cloudy",-4,9.5,2
"237",2,"Subscriber","Female","cloudy",-2.9,10.6662162162162,37
"238",2,"Subscriber","Female","cloudy",-2,9.70833333333333,26
"239",2,"Subscriber","Female","cloudy",-0.9,10.1945355191257,61
"240",2,"Subscriber","Female","cloudy",0,10.226268115942,92
"241",2,"Subscriber","Female","cloudy",1,9.21517412935323,67
"242",2,"Subscriber","Female","cloudy",1.9,9.53392330383481,113
"243",2,"Subscriber","Female","cloudy",3,10.2954337899543,73
"244",2,"Subscriber","Female","cloudy",3.9,10.1380952380952,91
"245",2,"Subscriber","Female","cloudy",5,11.4937984496124,129
"246",2,"Subscriber","Female","cloudy",6.1,9.22888888888889,30
"247",2,"Subscriber","Female","cloudy",7,10.353125,80
"248",2,"Subscriber","Female","cloudy",8.1,9.20488505747126,116
"249",2,"Subscriber","Female","cloudy",8.6,7.25666666666667,10
"250",2,"Subscriber","Female","cloudy",9,11.8911347517731,47
"251",2,"Subscriber","Female","cloudy",10,9.91,40
"252",2,"Subscriber","Female","cloudy",12,9.34907407407407,18
"253",2,"Subscriber","Female","cloudy",15.1,10.4281609195402,29
"254",2,"Subscriber","Female","cloudy",16,9.87650793650794,105
"255",2,"Subscriber","Female","cloudy",17.1,9.88100358422939,93
"256",2,"Subscriber","Female","cloudy",18,10.6294871794872,39
"257",2,"Subscriber","Female","cloudy",19,8.67753623188406,46
"258",2,"Subscriber","Female","cloudy",19.9,10.6707762557078,73
"259",2,"Subscriber","Female","cloudy",21,9.88522222222222,150
"260",2,"Subscriber","Female","cloudy",21.9,10.456523468576,419
"261",2,"Subscriber","Female","cloudy",23,10.824006116208,218
"262",2,"Subscriber","Female","cloudy",24.1,10.5896774193548,310
"263",2,"Subscriber","Female","cloudy",25,9.81346578366446,151
"264",2,"Subscriber","Female","cloudy",26.1,10.8252155172414,232
"265",2,"Subscriber","Female","cloudy",27,10.2787784679089,322
"266",2,"Subscriber","Female","cloudy",28,8.9897233201581,253
"267",2,"Subscriber","Female","cloudy",28.4,3.18333333333333,1
"268",2,"Subscriber","Female","cloudy",28.9,9.91365348399247,177
"269",2,"Subscriber","Female","cloudy",30,9.5719512195122,246
"270",2,"Subscriber","Female","cloudy",30.2,8.47,5
"271",2,"Subscriber","Female","cloudy",30.9,10.5722491909385,412
"272",2,"Subscriber","Female","cloudy",32,10.5827078734363,453
"273",2,"Subscriber","Female","cloudy",33.1,10.4856220657277,284
"274",2,"Subscriber","Female","cloudy",33.8,9.48939393939394,11
"275",2,"Subscriber","Female","cloudy",34,11.111755952381,224
"276",2,"Subscriber","Female","cloudy",35.1,11.2225282485876,236
"277",2,"Subscriber","Female","cloudy",36,10.640074906367,89
"278",2,"Subscriber","Female","cloudy",37,10.5425742574257,101
"279",2,"Subscriber","Female","cloudy",37.9,9.20820105820106,63
"280",2,"Subscriber","Female","cloudy",39,10.6095679012346,54
"281",2,"Subscriber","Female","cloudy",39.9,10.981880733945,218
"282",2,"Subscriber","Female","cloudy",41,9.87738095238095,364
"283",2,"Subscriber","Female","cloudy",42.1,11.129623655914,310
"284",2,"Subscriber","Female","cloudy",43,10.6796875,32
"285",2,"Subscriber","Female","cloudy",44.1,9.23690476190476,14
"286",2,"Subscriber","Female","cloudy",48,10.2911764705882,17
"287",2,"Subscriber","Female","not clear",23,15.0222222222222,9
"288",2,"Subscriber","Female","not clear",24.1,16.8740740740741,18
"289",2,"Subscriber","Female","not clear",25,13.1944444444444,3
"290",2,"Subscriber","Female","not clear",35.6,7.90952380952381,7
"291",2,"Subscriber","Female","rain or snow",3,3.95833333333333,2
"292",2,"Subscriber","Female","rain or snow",3.9,7.28666666666667,5
"293",2,"Subscriber","Female","rain or snow",5,11.1058333333333,20
"294",2,"Subscriber","Female","rain or snow",6.1,15.8333333333333,3
"295",2,"Subscriber","Female","rain or snow",7,11.0878787878788,22
"296",2,"Subscriber","Female","rain or snow",8.1,9.01666666666667,1
"297",2,"Subscriber","Female","rain or snow",9,9.4,8
"298",2,"Subscriber","Female","rain or snow",10,9.63518518518519,18
"299",2,"Subscriber","Female","rain or snow",10.9,11.1029914529915,39
"300",2,"Subscriber","Female","rain or snow",12,10.930303030303,11
"301",2,"Subscriber","Female","rain or snow",14,11.7611111111111,6
"302",2,"Subscriber","Female","rain or snow",15.1,9.98809523809524,7
"303",2,"Subscriber","Female","rain or snow",16,7.72777777777778,3
"304",2,"Subscriber","Female","rain or snow",17.1,10.6949612403101,43
"305",2,"Subscriber","Female","rain or snow",18,10.5158914728682,43
"306",2,"Subscriber","Female","rain or snow",19,11.0166666666667,1
"307",2,"Subscriber","Female","rain or snow",19.9,11.8507936507937,42
"308",2,"Subscriber","Female","rain or snow",21,8.93095238095238,28
"309",2,"Subscriber","Female","rain or snow",21.2,14.4055555555556,3
"310",2,"Subscriber","Female","rain or snow",21.9,10.8682648401826,73
"311",2,"Subscriber","Female","rain or snow",23,8.93166666666667,10
"312",2,"Subscriber","Female","rain or snow",24.1,9.11666666666667,25
"313",2,"Subscriber","Female","rain or snow",25,15.3833333333333,2
"314",2,"Subscriber","Female","rain or snow",26.1,10.4166666666667,85
"315",2,"Subscriber","Female","rain or snow",26.6,10.4133333333333,70
"316",2,"Subscriber","Female","rain or snow",28,9.55740740740741,9
"317",2,"Subscriber","Female","rain or snow",28.4,4.85,1
"318",2,"Subscriber","Female","rain or snow",30.9,9.5981981981982,37
"319",2,"Subscriber","Female","rain or snow",34,8.64583333333333,12
"320",2,"Subscriber","Female","rain or snow",35.1,13.0527777777778,6
"321",2,"Subscriber","Female","rain or snow",36,7.47028985507246,23
"322",2,"Subscriber","Female","rain or snow",37,10.6145833333333,8
"323",2,"Subscriber","Female","rain or snow",39,10.7333333333333,1
"324",2,"Subscriber","Female","rain or snow",39.2,7.50833333333333,4
"325",2,"Subscriber","Female","rain or snow",39.9,10.6738907849829,293
"326",2,"Subscriber","Female","rain or snow",42.1,11.059186351706,127
"327",2,"Subscriber","Female","rain or snow",44.1,13.2466666666667,15
"328",2,"Subscriber","Female","rain or snow",45,7.81309523809524,14
"329",2,"Subscriber","Female","rain or snow",50,8.67873563218391,29
"330",2,"Subscriber","Male","clear",-8,6.88333333333333,1
"331",2,"Subscriber","Male","clear",-5.1,7.61666666666667,10
"332",2,"Subscriber","Male","clear",-2.9,8.1525641025641,26
"333",2,"Subscriber","Male","clear",-2,11.0666666666667,4
"334",2,"Subscriber","Male","clear",-0.9,8.27868852459016,61
"335",2,"Subscriber","Male","clear",0,8.26054852320675,79
"336",2,"Subscriber","Male","clear",1,8.17441860465116,86
"337",2,"Subscriber","Male","clear",1.9,8.23468468468468,74
"338",2,"Subscriber","Male","clear",3,8.77222222222222,75
"339",2,"Subscriber","Male","clear",3.9,10.3390547263682,67
"340",2,"Subscriber","Male","clear",5,8.65466666666667,50
"341",2,"Subscriber","Male","clear",6.1,8.03461538461539,78
"342",2,"Subscriber","Male","clear",42.1,10.4043333333333,50
"343",2,"Subscriber","Male","clear",43,10.6186813186813,91
"344",2,"Subscriber","Male","cloudy",-15,6.55,1
"345",2,"Subscriber","Male","cloudy",-8,5.275,2
"346",2,"Subscriber","Male","cloudy",-7.1,6.50833333333333,8
"347",2,"Subscriber","Male","cloudy",-6,8.7715,100
"348",2,"Subscriber","Male","cloudy",-4,7.68333333333333,18
"349",2,"Subscriber","Male","cloudy",-2.9,8.89684684684685,259
"350",2,"Subscriber","Male","cloudy",-2,9.56546717171717,264
"351",2,"Subscriber","Male","cloudy",-0.9,9.63374183006536,408
"352",2,"Subscriber","Male","cloudy",0,9.2257253384913,517
"353",2,"Subscriber","Male","cloudy",1,8.51065340909091,352
"354",2,"Subscriber","Male","cloudy",1.9,8.39615384615385,624
"355",2,"Subscriber","Male","cloudy",3,9.92784030010718,622
"356",2,"Subscriber","Male","cloudy",3.9,9.24426229508197,732
"357",2,"Subscriber","Male","cloudy",5,9.84874948749487,813
"358",2,"Subscriber","Male","cloudy",6.1,9.20057971014493,230
"359",2,"Subscriber","Male","cloudy",7,9.77815570672714,441
"360",2,"Subscriber","Male","cloudy",8.1,10.1717391304348,713
"361",2,"Subscriber","Male","cloudy",8.6,9.48396226415094,53
"362",2,"Subscriber","Male","cloudy",9,10.2864653243848,298
"363",2,"Subscriber","Male","cloudy",10,8.5849173553719,242
"364",2,"Subscriber","Male","cloudy",12,8.56388888888889,66
"365",2,"Subscriber","Male","cloudy",15.1,8.79,130
"366",2,"Subscriber","Male","cloudy",16,9.43924010217114,522
"367",2,"Subscriber","Male","cloudy",17.1,9.42135614702155,526
"368",2,"Subscriber","Male","cloudy",18,9.19378881987578,161
"369",2,"Subscriber","Male","cloudy",19,9.40181818181818,275
"370",2,"Subscriber","Male","cloudy",19.9,9.39677672955975,424
"371",2,"Subscriber","Male","cloudy",21,9.53622278056951,796
"372",2,"Subscriber","Male","cloudy",21.9,9.33909051158723,2287
"373",2,"Subscriber","Male","cloudy",23,9.53417493237151,1109
"374",2,"Subscriber","Male","cloudy",24.1,9.56537467700258,1548
"375",2,"Subscriber","Male","cloudy",25,9.53081275720165,648
"376",2,"Subscriber","Male","cloudy",26.1,9.86687473990845,801
"377",2,"Subscriber","Male","cloudy",27,9.14080832657475,1233
"378",2,"Subscriber","Male","cloudy",28,8.69146386430678,904
"379",2,"Subscriber","Male","cloudy",28.4,8.05448717948718,26
"380",2,"Subscriber","Male","cloudy",28.9,9.30636094674556,676
"381",2,"Subscriber","Male","cloudy",30,9.29628918746001,1042
"382",2,"Subscriber","Male","cloudy",30.2,9.17894736842105,38
"383",2,"Subscriber","Male","cloudy",30.9,9.83664200575421,1622
"384",2,"Subscriber","Male","cloudy",32,9.69297878928627,2153
"385",2,"Subscriber","Male","cloudy",33.1,9.6483033033033,1110
"386",2,"Subscriber","Male","cloudy",33.8,8.14367816091954,58
"387",2,"Subscriber","Male","cloudy",34,9.50661048689139,890
"388",2,"Subscriber","Male","cloudy",35.1,10.4085541380438,1019
"389",2,"Subscriber","Male","cloudy",36,10.480216802168,246
"390",2,"Subscriber","Male","cloudy",37,9.18296019900498,402
"391",2,"Subscriber","Male","cloudy",37.9,8.92378048780488,246
"392",2,"Subscriber","Male","cloudy",39,8.25856610800745,179
"393",2,"Subscriber","Male","cloudy",39.9,9.63416958381953,857
"394",2,"Subscriber","Male","cloudy",41,9.64664359135725,1589
"395",2,"Subscriber","Male","cloudy",42.1,9.90165825522711,1387
"396",2,"Subscriber","Male","cloudy",43,10.4129921259843,127
"397",2,"Subscriber","Male","cloudy",44.1,9.27177777777778,75
"398",2,"Subscriber","Male","cloudy",48,7.96025641025641,91
"399",2,"Subscriber","Male","not clear",23,11.7854166666667,112
"400",2,"Subscriber","Male","not clear",24.1,11.059595959596,132
"401",2,"Subscriber","Male","not clear",25,8.61041666666667,24
"402",2,"Subscriber","Male","not clear",28,7.4,2
"403",2,"Subscriber","Male","not clear",28.9,7.90416666666667,4
"404",2,"Subscriber","Male","not clear",35.6,11.0393939393939,22
"405",2,"Subscriber","Male","not clear",37,7.10833333333333,4
"406",2,"Subscriber","Male","not clear",37.9,2,1
"407",2,"Subscriber","Male","rain or snow",3,8.025,16
"408",2,"Subscriber","Male","rain or snow",3.9,10.4416666666667,18
"409",2,"Subscriber","Male","rain or snow",5,9.46666666666667,60
"410",2,"Subscriber","Male","rain or snow",6.1,7.9593137254902,34
"411",2,"Subscriber","Male","rain or snow",7,8.99652777777778,96
"412",2,"Subscriber","Male","rain or snow",8.1,8.6125,12
"413",2,"Subscriber","Male","rain or snow",9,8.36340579710145,46
"414",2,"Subscriber","Male","rain or snow",10,9.77418699186992,82
"415",2,"Subscriber","Male","rain or snow",10.9,9.29645120405577,263
"416",2,"Subscriber","Male","rain or snow",12,9.35745098039216,85
"417",2,"Subscriber","Male","rain or snow",14,9.9609649122807,38
"418",2,"Subscriber","Male","rain or snow",15.1,9.13584905660377,53
"419",2,"Subscriber","Male","rain or snow",16,6.84666666666667,15
"420",2,"Subscriber","Male","rain or snow",17.1,9.93299776286353,298
"421",2,"Subscriber","Male","rain or snow",18,10.5969934640523,255
"422",2,"Subscriber","Male","rain or snow",19,10.5595238095238,7
"423",2,"Subscriber","Male","rain or snow",19.9,9.79719887955182,238
"424",2,"Subscriber","Male","rain or snow",21,10.2368263473054,167
"425",2,"Subscriber","Male","rain or snow",21.2,9.70977011494253,29
"426",2,"Subscriber","Male","rain or snow",21.9,10.4247235387046,422
"427",2,"Subscriber","Male","rain or snow",23,9.96583333333333,40
